Player,School,POS,SOLO,AST,TOT,SACK,YDS,PD,INT,LNG,TD,FF
Jaylon Scott,NCSU,['LB'],['18'],['29'],['47'],['2.0'],['0'],['2'],['0'],['0'],['0'],['1']
Decamerion Richardson,MSST,['CB'],['31'],['16'],['47'],['1.0'],['-1'],['2'],['0'],['0'],['0'],['0']
Donte Kent,CMU,['DB'],['34'],['13'],['47'],['0.0'],['3'],['4'],['0'],['0'],['0'],['0']
Jakob Robinson,BYU,['CB'],['29'],['18'],['47'],['0.0'],['18'],['4'],['4'],['42'],['1'],['0']
Tui Faumuina-Brown,CONN,['LB'],['23'],['24'],['47'],['1.0'],['3'],['0'],['1'],['0'],['0'],['0']
Sidney Houston Jr.,BALL,['LB'],['28'],['19'],['47'],['5.5'],['81'],['0'],['0'],['0'],['0'],['1']
Taurean York,TA&M,['LB'],['24'],['23'],['47'],['1.0'],['2'],['0'],['0'],['0'],['0'],['1']
Kamren Robinson,UVA,['LB'],['30'],['17'],['47'],['0.0'],['0'],['0'],['1'],['14'],['0'],['0']
Clayton Isbell,CCU,['S'],['31'],['15'],['46'],['0.0'],['6'],['5'],['3'],['29'],['0'],['0']
Keondre Swoopes,UAB,['S'],['32'],['14'],['46'],['0.0'],['0'],['0'],['1'],['0'],['0'],['0']
Craig Woodson,CAL,['DB'],['29'],['17'],['46'],['0.5'],['2'],['0'],['0'],['0'],['0'],['2']
Jackson Bratton,UAB,['LB'],['21'],['25'],['46'],['2.0'],['16'],['1'],['0'],['0'],['0'],['0']
Flip Dixon,RUTG,['DB'],['31'],['15'],['46'],['0.0'],['0'],['4'],['1'],['0'],['0'],['0']
Marshawn Kneeland,WMU,['DL'],['25'],['21'],['46'],['4.5'],['0'],['0'],['0'],['0'],['0'],['2']
James Williams,MIA,['S'],['28'],['18'],['46'],['0.0'],['7'],['3'],['1'],['44'],['0'],['1']
Juan Powell,CCU,['CB'],['26'],['20'],['46'],['0.0'],['24'],['4'],['0'],['0'],['0'],['0']
Chelen Garnes,WAKE,['DB'],['22'],['24'],['46'],['0.5'],['6'],['5'],['0'],['0'],['0'],['0']
Quinn Schulte,IOWA,['DB'],['29'],['17'],['46'],['0.0'],['27'],['2'],['0'],['0'],['0'],['0']
Jalen Green,JMU,['DL'],['21'],['25'],['46'],['15.5'],['0'],['1'],['1'],['24'],['1'],['2']
Kaleb Culp,TXST,['S'],['29'],['17'],['46'],['0.0'],['30'],['3'],['0'],['0'],['0'],['0']
C.J. Baskerville,TTU,['DB'],['32'],['14'],['46'],['0.0'],['1'],['4'],['0'],['0'],['0'],['0']
Tavian Combs,UNM,['S'],['29'],['17'],['46'],['0.0'],['3'],['1'],['0'],['0'],['0'],['1']
Dalton Johnson,ARIZ,['S'],['27'],['19'],['46'],['1.0'],['6'],['1'],['0'],['0'],['0'],['3']
Sean Brown,NCSU,['S'],['26'],['20'],['46'],['2.0'],['1'],['3'],['1'],['0'],['0'],['1']
Jaden Dolphin,NIU,['LB'],['29'],['17'],['46'],['0.0'],['28'],['3'],['0'],['0'],['0'],['0']
Maxwell Hairston,UK,['DB'],['36'],['10'],['46'],['0.0'],['28'],['3'],['5'],['83'],['2'],['1']
Johnathan Baldwin,UNLV,['DB'],['25'],['21'],['46'],['1.0'],['14'],['3'],['2'],['36'],['0'],['0']
Clayton Powell-Lee,GT,['DB'],['19'],['27'],['46'],['0.0'],['0'],['2'],['1'],['0'],['0'],['0']
Jaren Kanak,OU,['LB'],['20'],['26'],['46'],['2.0'],['0'],['2'],['0'],['0'],['0'],['1']
Nuer Gatkuoth,CSU,['DL'],['14'],['32'],['46'],['0.0'],['0'],['2'],['0'],['0'],['0'],['1']
Devin Dye,USU,['S'],['22'],['24'],['46'],['0.0'],['8'],['5'],['2'],['14'],['0'],['1']
Alan Tisdale,VT,['LB'],['15'],['30'],['45'],['1.0'],['0'],['2'],['0'],['0'],['0'],['0']
Jaylen Key,ALA,['DB'],['23'],['22'],['45'],['0.0'],['7'],['0'],['1'],['13'],['0'],['0']
Coen King,UVA,['S'],['32'],['13'],['45'],['0.0'],['15'],['5'],['0'],['0'],['0'],['2']
Eyabi Okie-Anoma,CLT,['DL'],['20'],['25'],['45'],['5.0'],['0'],['0'],['0'],['0'],['0'],['1']
Kitan Oladapo,ORST,['DB'],['24'],['21'],['45'],['1.0'],['0'],['4'],['0'],['0'],['0'],['0']
Kalen DeLoach,FSU,['LB'],['22'],['23'],['45'],['4.0'],['7'],['1'],['0'],['0'],['0'],['1']
Bryson Shaw,USC,['S'],['33'],['12'],['45'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Evan Williams,ORE,['DB'],['28'],['17'],['45'],['3.5'],['1'],['0'],['0'],['0'],['0'],['0']
Jamal Morris,HOU,['LB'],['28'],['17'],['45'],['0.0'],['50'],['5'],['0'],['0'],['0'],['0']
Junior Colson,MICH,['LB'],['17'],['28'],['45'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Logan Wilson,UNT,['S'],['28'],['17'],['45'],['0.0'],['0'],['2'],['0'],['0'],['0'],['0']
Jacquez Warren,M-OH,['DB'],['29'],['16'],['45'],['0.0'],['0'],['2'],['0'],['0'],['0'],['0']
Jaelen Stokes,USF,['DB'],['31'],['14'],['45'],['1.0'],['18'],['0'],['2'],['30'],['0'],['0']
Savion Riley,VAN,['S'],['32'],['13'],['45'],['0.0'],['18'],['0'],['0'],['0'],['0'],['0']
Nate Bauer,TOL,['S'],['29'],['15'],['44'],['0.0'],['0'],['2'],['1'],['23'],['0'],['1']
Walter Reynolds,OHIO,['S'],['13'],['31'],['44'],['0.0'],['0'],['0'],['1'],['13'],['0'],['0']
Ethan Slade,BYU,['S'],['27'],['17'],['44'],['0.0'],['0'],['3'],['1'],['22'],['0'],['0']
Brian Ugwu,M-OH,['DL'],['23'],['21'],['44'],['5.5'],['11'],['0'],['0'],['0'],['0'],['1']
Gunner Maldonado,ARIZ,['S'],['31'],['13'],['44'],['0.0'],['0'],['0'],['0'],['0'],['0'],['1']
Zach Zimos,LT,['LB'],['20'],['24'],['44'],['1.0'],['0'],['0'],['0'],['0'],['0'],['0']
Ashanti Cistrunk,MISS,['LB'],['20'],['24'],['44'],['2.5'],['0'],['0'],['1'],['28'],['0'],['0']
Tyrone Lewis Jr.,UL,['S'],['19'],['25'],['44'],['0.5'],['12'],['2'],['3'],['0'],['0'],['0']
Chris Hardie,JVST,['DL'],['25'],['19'],['44'],['4.5'],['0'],['1'],['1'],['58'],['0'],['0']
Kobe Wilson,SMU,['LB'],['24'],['20'],['44'],['0.0'],['0'],['0'],['0'],['0'],['0'],['1']
Kobe Hylton,UTEP,['S'],['25'],['19'],['44'],['0.0'],['0'],['1'],['0'],['0'],['0'],['2']
Tongiaki Mateialona,NEV,['LB'],['29'],['15'],['44'],['1.0'],['20'],['0'],['0'],['0'],['0'],['2']
Jack Dingle,CIN,['LB'],['23'],['21'],['44'],['1.0'],['10'],['0'],['0'],['0'],['0'],['0']
Derek McDonald,SYR,['LB'],['16'],['28'],['44'],['2.0'],['15'],['0'],['0'],['0'],['0'],['0']
Leo Lowin,ARMY,['LB'],['21'],['23'],['44'],['0.0'],['0'],['0'],['0'],['0'],['0'],['1']
Zy Alexander,LSU,['CB'],['30'],['14'],['44'],['0.0'],['0'],['7'],['2'],['28'],['0'],['0']
Kavian Gaither,SHSU,['LB'],['26'],['18'],['44'],['1.0'],['0'],['1'],['0'],['0'],['0'],['1']
Jeremiah Johnson,GAST,['S'],['34'],['10'],['44'],['1.0'],['0'],['0'],['1'],['24'],['0'],['1']
Max Harris,ULM,['LB'],['18'],['26'],['44'],['0.0'],['0'],['0'],['1'],['-2'],['0'],['1']
Jeremiah Harris,JVST,['S'],['25'],['18'],['43'],['0.0'],['5'],['2'],['1'],['0'],['0'],['0']
Ja'Terious Evans,ULM,['LB'],['21'],['22'],['43'],['0.0'],['0'],['1'],['3'],['76'],['1'],['0']
Nicario Harper,ILL,['DB'],['26'],['17'],['43'],['0.0'],['9'],['2'],['1'],['0'],['0'],['0']
Coco Azema,NU,['DB'],['25'],['18'],['43'],['0.0'],['6'],['1'],['1'],['0'],['0'],['0']
Tatum Bethune,FSU,['LB'],['22'],['21'],['43'],['0.0'],['0'],['1'],['0'],['0'],['0'],['0']
Jack Kiser,ND,['LB'],['29'],['14'],['43'],['1.0'],['23'],['0'],['0'],['0'],['0'],['1']
Darius Muasau,UCLA,['LB'],['26'],['17'],['43'],['4.0'],['0'],['2'],['1'],['0'],['0'],['0']
Barrett Carter,CLEM,['LB'],['28'],['15'],['43'],['2.0'],['0'],['0'],['0'],['0'],['0'],['0']
Ethan Barr,VAN,['LB'],['17'],['26'],['43'],['1.0'],['6'],['1'],['0'],['0'],['0'],['1']
Ty'Ron Hopper,MIZ,['LB'],['29'],['14'],['43'],['2.0'],['0'],['3'],['0'],['0'],['0'],['0']
Anthony Wilson,WVU,['S'],['30'],['13'],['43'],['0.0'],['0'],['2'],['1'],['0'],['0'],['0']
Austin Moore,KSU,['LB'],['28'],['15'],['43'],['1.5'],['0'],['0'],['0'],['0'],['0'],['0']
Te'Rai Powell,MASS,['DB'],['24'],['19'],['43'],['0.0'],['5'],['3'],['0'],['0'],['0'],['0']
Malachi Langley,FRES,['LB'],['16'],['27'],['43'],['1.0'],['0'],['0'],['0'],['0'],['0'],['0']
Aljareek Malry,BALL,['DB'],['25'],['18'],['43'],['0.0'],['0'],['1'],['1'],['45'],['0'],['0']
Bryon Threats,CIN,['S'],['26'],['17'],['43'],['1.0'],['20'],['5'],['2'],['33'],['0'],['1']
Isaac White,WYO,['S'],['21'],['22'],['43'],['0.0'],['13'],['6'],['0'],['0'],['0'],['0']
Gabriel Taylor,RICE,['S'],['30'],['13'],['43'],['1.0'],['0'],['5'],['2'],['72'],['0'],['1']
Jalen Stroman,VT,['S'],['17'],['26'],['43'],['0.0'],['27'],['2'],['0'],['0'],['0'],['0']
Alec Marenco,UNM,['LB'],['21'],['22'],['43'],['0.5'],['0'],['3'],['0'],['0'],['0'],['0']
Jordan Vincent,NMSU,['S'],['17'],['26'],['43'],['2.0'],['0'],['3'],['0'],['0'],['0'],['0']
CJ Nunnally IV,AKR,['DL'],['28'],['15'],['43'],['6.0'],['8'],['2'],['0'],['0'],['0'],['1']
Phillip Dunnam,IU,['DB'],['31'],['12'],['43'],['0.0'],['0'],['2'],['3'],['17'],['0'],['0']
Shamari Simmons,ASU,['DB'],['30'],['13'],['43'],['1.0'],['0'],['2'],['1'],['0'],['0'],['0']
Ethan Wesloski,UNT,['LB'],['24'],['19'],['43'],['2.0'],['0'],['0'],['0'],['0'],['0'],['1']
Raion Strader,M-OH,['DB'],['32'],['11'],['43'],['0.0'],['72'],['11'],['0'],['0'],['0'],['0']
Kobe Savage,KSU,['S'],['29'],['14'],['43'],['0.0'],['0'],['0'],['2'],['7'],['0'],['0']
Patrick Smith,UNT,['S'],['26'],['17'],['43'],['0.0'],['0'],['0'],['0'],['0'],['0'],['1']
Zachary Ford,TOL,['S'],['22'],['20'],['42'],['0.0'],['44'],['3'],['0'],['0'],['0'],['0']
Walter Yates III,UCF,['LB'],['21'],['21'],['42'],['0.0'],['0'],['1'],['0'],['0'],['0'],['0']
Kempton Shine,EMU,['DB'],['23'],['19'],['42'],['0.0'],['8'],['8'],['0'],['0'],['0'],['0']
Tristan Sinclair,STAN,['LB'],['28'],['14'],['42'],['1.0'],['0'],['0'],['0'],['0'],['0'],['0']
Geoffrey Cantin-Arku,MEM,['LB'],['21'],['21'],['42'],['0.0'],['3'],['0'],['0'],['0'],['0'],['2']
Desmond Tisdol,FAU,['LB'],['24'],['18'],['42'],['1.0'],['0'],['1'],['0'],['0'],['0'],['0']
Lee Hunter,UCF,['DT'],['27'],['15'],['42'],['3.0'],['5'],['1'],['0'],['0'],['0'],['0']
Angelo Grose,MSU,['DB'],['23'],['19'],['42'],['0.5'],['0'],['5'],['2'],['2'],['0'],['0']
Irshaad Davis,TROY,['S'],['26'],['16'],['42'],['0.0'],['0'],['3'],['1'],['2'],['0'],['0']
Evan Anderson,FAU,['DL'],['18'],['24'],['42'],['2.5'],['0'],['0'],['0'],['0'],['0'],['0']
Cole Bishop,UTAH,['S'],['26'],['16'],['42'],['2.0'],['38'],['3'],['2'],['9'],['0'],['1']
Darius Green,MINN,['DB'],['25'],['17'],['42'],['0.0'],['0'],['1'],['0'],['0'],['0'],['0']
Trevin Wallace,UK,['LB'],['24'],['18'],['42'],['3.5'],['21'],['0'],['1'],['21'],['0'],['1']
Chandler Rivers,DUKE,['CB'],['27'],['15'],['42'],['0.0'],['35'],['3'],['1'],['13'],['1'],['0']
Mike Edwards III,ECU,['LB'],['27'],['15'],['42'],['1.0'],['0'],['0'],['0'],['0'],['0'],['0']
Christian Ellis,UNM,['S'],['23'],['19'],['42'],['0.0'],['0'],['2'],['0'],['0'],['0'],['0']
Jalen Huskey,BGSU,['CB'],['23'],['19'],['42'],['0.0'],['0'],['4'],['4'],['32'],['0'],['0']
Chigozie Anusiem,CSU,['DB'],['25'],['16'],['41'],['0.0'],['0'],['1'],['1'],['3'],['0'],['0']
Calvin Hart Jr.,ORST,['LB'],['16'],['25'],['41'],['3.0'],['0'],['0'],['0'],['0'],['0'],['1']
Shawn Preston Jr.,MSST,['S'],['21'],['20'],['41'],['0.0'],['0'],['1'],['3'],['3'],['0'],['2']
Beanie Bishop Jr.,WVU,['CB'],['32'],['9'],['41'],['0.0'],['3'],['12'],['4'],['51'],['0'],['0']
Joseph Charleston,MIZ,['DB'],['29'],['12'],['41'],['0.0'],['0'],['2'],['0'],['0'],['0'],['1']
Rod Heard II,NU,['DB'],['27'],['14'],['41'],['1.0'],['12'],['2'],['1'],['10'],['0'],['1']
Maema Njongmeta,WIS,['LB'],['24'],['17'],['41'],['3.0'],['0'],['1'],['0'],['0'],['0'],['0']
Justin Whiteside,CMU,['LB'],['26'],['15'],['41'],['0.0'],['2'],['0'],['0'],['0'],['0'],['1']
LaMiles Brooks,GT,['DB'],['22'],['19'],['41'],['0.0'],['0'],['4'],['1'],['25'],['0'],['0']
Maxen Hook,TOL,['S'],['21'],['20'],['41'],['0.0'],['6'],['3'],['3'],['0'],['0'],['1']
Tysheem Johnson,ORE,['DB'],['22'],['19'],['41'],['1.0'],['0'],['3'],['2'],['0'],['0'],['0']
Wesley Walker,TENN,['DB'],['27'],['14'],['41'],['1.0'],['0'],['2'],['0'],['0'],['0'],['1']
Ken Robinson,UTSA,['DB'],['24'],['17'],['41'],['0.0'],['0'],['2'],['0'],['0'],['0'],['0']
Quindrelin Hammonds,ARMY,['DB'],['20'],['21'],['41'],['0.5'],['6'],['2'],['1'],['21'],['0'],['0']
Kamren Kinchens,MIA,['S'],['28'],['13'],['41'],['1.0'],['0'],['4'],['3'],['29'],['1'],['0']
Isaiah Nwokobia,SMU,['S'],['27'],['14'],['41'],['1.0'],['29'],['0'],['1'],['25'],['1'],['0']
Tre Smith,SJSU,['DL'],['20'],['21'],['41'],['4.5'],['0'],['0'],['0'],['0'],['0'],['1']
Jayden Johnson,ARK,['DB'],['20'],['21'],['41'],['0.0'],['0'],['2'],['1'],['0'],['0'],['1']
Jordan Stringer,TROY,['LB'],['20'],['21'],['41'],['1.5'],['0'],['0'],['1'],['0'],['0'],['1']
Quentavius Scandrett,EMU,['DB'],['20'],['21'],['41'],['0.0'],['19'],['0'],['2'],['22'],['0'],['0']
J.J. Dervil,NMSU,['S'],['20'],['21'],['41'],['0.0'],['0'],['3'],['0'],['0'],['0'],['0']
Emmanuel McNeil-Warren,TOL,['S'],['19'],['22'],['41'],['0.0'],['0'],['3'],['2'],['12'],['0'],['1']
Nick Emmanwori,SC,['DB'],['25'],['16'],['41'],['0.0'],['0'],['5'],['0'],['0'],['0'],['0']
Jordan Hall,MSU,['LB'],['20'],['21'],['41'],['2.0'],['0'],['0'],['0'],['0'],['0'],['1']
Ike Rowell,UAB,['S'],['26'],['15'],['41'],['0.0'],['60'],['2'],['0'],['0'],['0'],['2']
Sione Vaki,UTAH,['S'],['29'],['12'],['41'],['1.0'],['4'],['1'],['1'],['2'],['0'],['0']
CJ Christian,FIU,['DB'],['27'],['14'],['41'],['0.0'],['13'],['3'],['3'],['0'],['0'],['0']
Carl Glass Jr.,ULM,['LB'],['17'],['24'],['41'],['1.5'],['0'],['0'],['0'],['0'],['0'],['2']
Austin Brawley,OHIO,['S'],['15'],['26'],['41'],['0.0'],['4'],['2'],['2'],['5'],['0'],['0']
Isaiah Johnson,SYR,['DB'],['22'],['18'],['40'],['0.0'],['0'],['4'],['0'],['0'],['0'],['1']
Nate Norris,WMU,['LB'],['19'],['21'],['40'],['1.0'],['0'],['1'],['0'],['0'],['0'],['0']
Noah Plack,CONN,['LB'],['26'],['14'],['40'],['0.5'],['3'],['0'],['0'],['0'],['0'],['0']
Michael Dowell,M-OH,['DB'],['20'],['20'],['40'],['0.0'],['17'],['3'],['2'],['17'],['0'],['0']
Shilo Sanders,COLO,['S'],['34'],['6'],['40'],['0.0'],['8'],['1'],['1'],['80'],['1'],['2']
Trezmen Marshall,ALA,['LB'],['18'],['22'],['40'],['2.5'],['0'],['0'],['0'],['0'],['0'],['0']
Mark Perry,TCU,['S'],['31'],['9'],['40'],['0.0'],['4'],['3'],['0'],['0'],['0'],['1']
Justin Flowe,ARIZ,['LB'],['11'],['29'],['40'],['1.0'],['0'],['0'],['0'],['0'],['0'],['0']
Martavius French,UTSA,['LB'],['21'],['19'],['40'],['0.0'],['0'],['1'],['0'],['0'],['0'],['0']
Jahdae Barron,TEX,['DB'],['21'],['19'],['40'],['0.0'],['0'],['2'],['1'],['16'],['0'],['0']
Kaimon Rucker,UNC,['LB'],['24'],['16'],['40'],['7.5'],['7'],['0'],['0'],['0'],['0'],['0']
John Bullock,NEB,['LB'],['22'],['18'],['40'],['1.5'],['0'],['2'],['0'],['0'],['0'],['0']
Talique Allen,WKU,['DB'],['24'],['16'],['40'],['0.0'],['0'],['2'],['0'],['0'],['0'],['1']
Terrion Arnold,ALA,['DB'],['20'],['20'],['40'],['1.0'],['0'],['6'],['1'],['37'],['0'],['0']
Josh Celiscar,UCF,['DE'],['23'],['17'],['40'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
John Saunders Jr.,MISS,['S'],['23'],['17'],['40'],['0.0'],['0'],['4'],['2'],['10'],['0'],['0']
Shaquan Loyal,RUTG,['DB'],['25'],['15'],['40'],['1.0'],['12'],['2'],['1'],['37'],['0'],['0']
Bailey Despanie,TULN,['S'],['30'],['10'],['40'],['0.0'],['0'],['2'],['0'],['0'],['0'],['0']
Francisco Mauigoa,MIA,['LB'],['25'],['15'],['40'],['3.5'],['0'],['1'],['1'],['2'],['0'],['2']
Wrook Brown,WYO,['DB'],['30'],['10'],['40'],['0.0'],['0'],['3'],['3'],['9'],['0'],['0']
Devin Turner,NU,['DB'],['26'],['14'],['40'],['0.0'],['0'],['4'],['1'],['0'],['0'],['0']
Xavier Scott,ILL,['DB'],['34'],['6'],['40'],['0.0'],['0'],['7'],['2'],['0'],['0'],['1']
Car'lin Vigers,ULM,['CB'],['21'],['19'],['40'],['0.0'],['3'],['2'],['0'],['0'],['0'],['1']
Simeon Blair,MEM,['DB'],['26'],['13'],['39'],['0.0'],['0'],['4'],['1'],['41'],['0'],['1']
Davon Ferguson,BGSU,['CB'],['27'],['12'],['39'],['2.0'],['0'],['4'],['2'],['0'],['0'],['0']
Jaylon King,GT,['DB'],['22'],['17'],['39'],['0.0'],['48'],['3'],['2'],['66'],['0'],['0']
Larry Nixon III,AUB,['LB'],['21'],['18'],['39'],['0.0'],['11'],['0'],['0'],['0'],['0'],['0']
Cam'Ron Kelly,LOU,['DB'],['17'],['22'],['39'],['0.0'],['0'],['1'],['2'],['0'],['0'],['1']
LaVonta Bentley,COLO,['LB'],['22'],['17'],['39'],['2.0'],['12'],['1'],['0'],['0'],['0'],['0']
Demani Richardson,TA&M,['DB'],['32'],['7'],['39'],['0.0'],['0'],['1'],['0'],['0'],['0'],['1']
Marcus Fuqua,BUFF,['S'],['23'],['16'],['39'],['0.0'],['5'],['1'],['0'],['0'],['0'],['0']
Alphonzo Tuputala,WASH,['LB'],['23'],['16'],['39'],['0.5'],['0'],['0'],['0'],['0'],['0'],['0']
Billy Wooden,MASS,['DT'],['16'],['23'],['39'],['5.5'],['0'],['1'],['0'],['0'],['0'],['2']
Daquan Evans,USF,['DB'],['28'],['11'],['39'],['3.0'],['0'],['4'],['0'],['0'],['0'],['0']
Xavier Watts,ND,['S'],['23'],['16'],['39'],['0.0'],['10'],['4'],['6'],['61'],['0'],['1']
Solomon DeShields,PITT,['LB'],['22'],['17'],['39'],['2.0'],['0'],['0'],['0'],['0'],['0'],['0']
Julien Simon,TLSA,['LB'],['14'],['25'],['39'],['0.0'],['18'],['1'],['0'],['0'],['0'],['0']
Dominick Hill,TEM,['CB'],['24'],['15'],['39'],['0.0'],['0'],['4'],['0'],['0'],['0'],['1']
Nahji Logan,MASS,['LB'],['18'],['21'],['39'],['0.5'],['8'],['1'],['0'],['0'],['0'],['0']
Marcus Banks,MSST,['S'],['23'],['16'],['39'],['0.0'],['0'],['3'],['0'],['0'],['0'],['0']
D.J. Miller Jr.,KENT,['DB'],['24'],['15'],['39'],['0.0'],['0'],['2'],['1'],['0'],['0'],['0']
Shane Bruce,CCU,['LB'],['14'],['25'],['39'],['0.0'],['0'],['4'],['1'],['0'],['0'],['0']
James Carpenter,JMU,['DL'],['13'],['26'],['39'],['4.0'],['0'],['2'],['1'],['36'],['0'],['0']
Jihaad Campbell,ALA,['LB'],['17'],['22'],['39'],['0.5'],['35'],['0'],['1'],['2'],['0'],['0']
Harold Perkins Jr.,LSU,['LB'],['20'],['19'],['39'],['3.0'],['6'],['4'],['1'],['0'],['0'],['2']
Dillon Tatum,MSU,['DB'],['24'],['15'],['39'],['0.0'],['0'],['5'],['0'],['0'],['0'],['0']
Cameron Oliver,UNLV,['DB'],['31'],['8'],['39'],['2.0'],['0'],['3'],['2'],['0'],['0'],['1']
Jerome Jolly Jr.,LIB,['LB'],['18'],['21'],['39'],['1.0'],['49'],['2'],['2'],['27'],['0'],['2']
Marques Sigle,KSU,['S'],['29'],['10'],['39'],['0.0'],['0'],['3'],['0'],['0'],['0'],['0']
JB Brown,KU,['LB'],['25'],['14'],['39'],['2.0'],['6'],['2'],['0'],['0'],['0'],['2']
Jack Henderson,MINN,['DB'],['28'],['11'],['39'],['1.0'],['49'],['1'],['2'],['17'],['0'],['0']
Jordan Castell,FLA,['S'],['18'],['21'],['39'],['0.0'],['0'],['1'],['0'],['0'],['0'],['0']
Whit Weeks,LSU,['LB'],['12'],['27'],['39'],['0.5'],['0'],['0'],['0'],['0'],['0'],['0']
Morice Norris Jr.,FRES,['S'],['29'],['10'],['39'],['2.5'],['0'],['7'],['2'],['11'],['0'],['1']
Hezekiah Masses,FIU,['DB'],['36'],['3'],['39'],['0.0'],['0'],['4'],['1'],['40'],['1'],['0']
Kenard Snyder,ULM,['DE'],['12'],['27'],['39'],['3.0'],['0'],['1'],['0'],['0'],['0'],['2']
Tate Romney,ASU,['LB'],['20'],['19'],['39'],['0.0'],['0'],['3'],['0'],['0'],['0'],['0']
Omar Brown,NEB,['DB'],['27'],['11'],['38'],['0.0'],['9'],['1'],['1'],['0'],['0'],['1']
Levani Damuni,UTAH,['LB'],['18'],['20'],['38'],['0.0'],['19'],['0'],['0'],['0'],['0'],['0']
Mohamed Kamara,CSU,['DL'],['17'],['21'],['38'],['10.5'],['0'],['1'],['0'],['0'],['0'],['2']
KJ Martin,AKR,['DB'],['13'],['25'],['38'],['1.0'],['0'],['4'],['2'],['64'],['0'],['0']
Kain Medrano,UCLA,['LB'],['23'],['15'],['38'],['2.0'],['0'],['1'],['0'],['0'],['0'],['1']
Jay Stanley,USM,['S'],['20'],['18'],['38'],['0.0'],['10'],['3'],['3'],['8'],['0'],['3']
Jaiden Francois,USU,['CB'],['14'],['24'],['38'],['0.0'],['0'],['2'],['1'],['75'],['1'],['0']
Kam Arnold,BC,['LB'],['18'],['20'],['38'],['0.0'],['26'],['2'],['0'],['0'],['0'],['1']
DJ Gordon IV,USF,['LB'],['16'],['22'],['38'],['2.5'],['0'],['1'],['0'],['0'],['0'],['0']
Jasheen Davis,WAKE,['DL'],['18'],['20'],['38'],['6.5'],['13'],['2'],['0'],['0'],['0'],['1']
Devin Neal,LOU,['DB'],['23'],['15'],['38'],['0.0'],['37'],['5'],['3'],['38'],['0'],['0']
Kyle Kennard,GT,['DL'],['22'],['16'],['38'],['5.0'],['0'],['0'],['1'],['12'],['0'],['2']
Justin Eboigbe,ALA,['DL'],['15'],['23'],['38'],['3.0'],['0'],['1'],['0'],['0'],['0'],['0']
Kevin Wood,UNT,['LB'],['16'],['22'],['38'],['2.0'],['8'],['1'],['0'],['0'],['0'],['1']
Micheal Mason,CCU,['DL'],['14'],['24'],['38'],['3.0'],['0'],['1'],['0'],['0'],['0'],['1']
Corey Ellington,MSST,['S'],['22'],['16'],['38'],['1.0'],['11'],['1'],['0'],['0'],['0'],['1']
Justin Parks,ARST,['S'],['22'],['16'],['38'],['0.0'],['0'],['2'],['0'],['0'],['0'],['0']
Adin Huntington,ULM,['DL'],['12'],['26'],['38'],['4.5'],['0'],['1'],['0'],['0'],['0'],['1']
O.J. Burroughs,KU,['S'],['32'],['6'],['38'],['0.0'],['16'],['2'],['0'],['0'],['0'],['0']
Cooper DeJean,IOWA,['DB'],['24'],['14'],['38'],['0.0'],['10'],['3'],['2'],['41'],['0'],['0']
Caden Fordham,NCSU,['LB'],['15'],['23'],['38'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Stone Blanton,SC,['LB'],['22'],['16'],['38'],['1.0'],['27'],['1'],['0'],['0'],['0'],['1']
Terry Moore,DUKE,['S'],['18'],['20'],['38'],['2.5'],['0'],['2'],['0'],['0'],['0'],['0']
Karene Reid,UTAH,['LB'],['14'],['24'],['38'],['0.0'],['0'],['3'],['1'],['21'],['1'],['0']
Rayuan Lane III,NAVY,['S'],['24'],['14'],['38'],['0.5'],['0'],['7'],['3'],['25'],['0'],['2']
Kalib Fortner,ARMY,['LB'],['19'],['19'],['38'],['1.0'],['4'],['0'],['0'],['0'],['0'],['0']
Caleb Weaver,SHSU,['DB'],['23'],['15'],['38'],['0.0'],['0'],['4'],['0'],['0'],['0'],['0']
Jalen Smith,HAW,['LB'],['21'],['17'],['38'],['0.5'],['1'],['1'],['0'],['0'],['0'],['0']
Jaylan Ware,ULM,['DL'],['13'],['25'],['38'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Andre Carter,IU,['DL'],['21'],['16'],['37'],['2.0'],['0'],['2'],['0'],['0'],['0'],['0']
Aaron Brule,MSU,['LB'],['20'],['17'],['37'],['3.0'],['0'],['1'],['0'],['0'],['0'],['0']
Sebastian Castro,IOWA,['DB'],['26'],['11'],['37'],['0.0'],['0'],['4'],['3'],['30'],['1'],['0']
Logan Berryhill,USF,['S'],['25'],['12'],['37'],['0.0'],['27'],['2'],['2'],['28'],['0'],['0']
Andre Seldon,NMSU,['CB'],['22'],['15'],['37'],['0.0'],['0'],['3'],['1'],['0'],['0'],['0']
Courtline Flowers,UL,['CB'],['25'],['12'],['37'],['0.0'],['41'],['0'],['0'],['0'],['0'],['0']
Ruben Hyppolite II,MD,['LB'],['30'],['7'],['37'],['1.0'],['24'],['0'],['0'],['0'],['0'],['0']
Yahya Black,IOWA,['DL'],['16'],['21'],['37'],['1.0'],['22'],['2'],['0'],['0'],['0'],['1']
Caelen Carson,WAKE,['DB'],['26'],['11'],['37'],['0.0'],['0'],['7'],['0'],['0'],['0'],['1']
